LotArea,GrLivArea,GarageArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,Neighborhood,MSZoning,BldgType,HouseStyle,KitchenQual,ExterQual,Foundation,CentralAir,PavedDrive,HeatingQC,SalePrice
7277,2408,370,8,6,1951,2015,312,3,0,9,2,0,CollgCr,RL,1Fam,1Story,TA,TA,BrkTil,N,N,TA,433658
2055,3086,312,4,1,2004,2012,1677,1,1,7,0,1,Somerst,RH,Duplex,2Story,TA,Ex,PConc,N,Y,TA,538152
5664,885,802,1,1,1965,2015,1700,1,1,8,2,1,OldTown,FV,1Fam,2Story,Gd,Ex,PConc,Y,Y,Ex,221775
2743,2530,503,4,4,1961,1986,101,3,1,10,2,3,CollgCr,RL,Duplex,2Story,Gd,Gd,CBlock,N,N,Ex,375377
14730,3177,85,1,1,2005,2008,1511,3,0,9,2,1,OldTown,RH,1Fam,1.5Fin,Ex,Ex,PConc,Y,Y,TA,469346
8030,3515,646,6,2,1999,1987,39,3,1,9,2,2,Edwards,RM,Duplex,1Story,TA,Ex,PConc,N,N,Ex,512228
10131,3285,820,2,1,2015,1972,997,3,0,6,2,0,Edwards,RM,1Fam,2Story,Gd,Gd,BrkTil,Y,N,Ex,480782
13068,859,265,9,2,1960,2020,1334,3,1,10,2,3,Edwards,RL,Duplex,1Story,Gd,Ex,PConc,Y,N,Gd,323666
2079,1991,219,4,7,1967,2018,543,3,0,11,2,0,Edwards,RM,2fmCon,1.5Fin,Ex,Ex,PConc,N,Y,TA,337079
14664,1482,294,8,2,2000,2010,1392,1,1,11,0,2,Edwards,RM,1Fam,1Story,TA,TA,CBlock,N,Y,Gd,391303
14132,2467,697,2,2,2021,1974,1279,1,0,11,0,3,Edwards,RH,1Fam,2Story,Ex,Gd,CBlock,N,Y,TA,426309
4966,704,505,5,6,2015,1952,1289,2,0,7,1,3,NAmes,FV,Duplex,1.5Fin,Ex,Gd,PConc,N,Y,Ex,253945
5728,3818,988,8,4,2006,1983,883,1,1,8,1,3,OldTown,RM,1Fam,2Story,Gd,TA,PConc,N,Y,TA,627482
6536,3538,162,1,7,1975,1982,1116,3,1,8,0,0,NAmes,RL,2fmCon,1.5Fin,Gd,Gd,PConc,N,Y,TA,479104
2125,1572,126,6,2,2021,1970,606,2,1,5,0,0,OldTown,RM,Duplex,1.5Fin,Gd,TA,CBlock,Y,Y,Gd,328478
7813,865,826,2,1,1955,2003,1589,1,0,6,1,1,Edwards,FV,1Fam,1.5Fin,Ex,Gd,BrkTil,N,Y,Ex,231905
10410,2800,116,5,5,2005,2013,363,3,1,7,1,2,Edwards,FV,2fmCon,1Story,TA,Gd,PConc,Y,Y,TA,438501
2947,2625,405,1,2,1996,1969,1415,2,1,3,0,3,Edwards,RM,1Fam,2Story,TA,Gd,CBlock,N,Y,Ex,428719
14565,1268,648,4,1,1968,1980,534,2,1,8,1,1,CollgCr,RL,1Fam,1.5Fin,TA,Gd,BrkTil,N,N,Gd,228274
2594,3179,767,3,1,1952,1992,953,1,0,6,2,3,Edwards,RH,2fmCon,1Story,Ex,Gd,PConc,N,Y,Ex,499975
7030,1486,355,5,8,1962,1999,1274,2,1,10,0,3,Edwards,FV,2fmCon,1Story,Ex,TA,CBlock,N,N,Gd,334183
2140,916,775,8,3,1990,1962,837,3,1,4,1,0,Somerst,RM,Duplex,1.5Fin,TA,TA,PConc,Y,Y,TA,280635
13085,3606,989,9,1,1990,1990,942,2,1,5,0,0,CollgCr,RH,2fmCon,2Story,Gd,Ex,CBlock,N,Y,TA,614922
5055,1961,221,5,3,1956,2013,1812,3,1,8,2,2,CollgCr,RL,2fmCon,1Story,Gd,Gd,BrkTil,Y,Y,Gd,429954
11822,2859,375,9,1,1971,1982,1668,2,0,9,2,1,Edwards,RM,2fmCon,1.5Fin,Ex,Gd,PConc,N,N,Gd,575874
11068,1666,313,4,2,1980,1989,1572,2,0,7,0,1,CollgCr,FV,1Fam,1Story,Ex,Gd,PConc,Y,Y,Gd,353414
6205,696,894,5,6,1968,1986,1860,3,1,4,2,2,NAmes,RM,1Fam,1Story,Gd,Ex,CBlock,N,Y,TA,250763
7171,3544,862,9,3,1996,2002,709,3,0,10,1,2,Edwards,RL,1Fam,2Story,TA,Ex,BrkTil,N,Y,TA,597396
9782,2807,149,9,3,1964,1985,1156,2,1,3,2,0,NAmes,RH,Duplex,1.5Fin,Ex,Gd,PConc,Y,Y,Ex,509907
4660,1889,235,2,7,2021,2001,564,3,1,9,2,2,Somerst,RH,1Fam,1Story,Ex,TA,BrkTil,N,Y,Ex,287847
8856,3143,862,5,3,2005,1957,1536,2,1,10,2,1,Edwards,FV,Duplex,1.5Fin,TA,TA,CBlock,Y,Y,TA,532584
8089,1715,167,8,2,1999,1972,754,2,0,11,2,0,Edwards,RL,Duplex,2Story,Ex,Gd,CBlock,Y,N,TA,357353
13582,3081,494,1,5,1966,1978,816,1,0,3,2,1,NAmes,RL,1Fam,1.5Fin,Gd,TA,CBlock,Y,N,Ex,415288
7318,2571,411,4,2,1983,1961,986,2,1,11,0,2,Somerst,RM,1Fam,1.5Fin,TA,Gd,CBlock,Y,Y,TA,445959
12221,3490,941,8,7,1991,2016,957,3,1,3,0,0,OldTown,RL,Duplex,1.5Fin,Gd,Ex,BrkTil,N,N,TA,604139
4552,1598,68,2,8,1978,1950,1995,1,1,10,1,0,Somerst,RH,2fmCon,2Story,TA,TA,PConc,N,N,TA,337857
5611,2401,720,1,5,2021,1965,1455,2,0,5,1,2,NAmes,FV,2fmCon,2Story,Ex,Gd,CBlock,N,Y,TA,389033
10062,2169,563,6,2,1955,2016,450,2,0,8,1,3,NAmes,FV,1Fam,1Story,TA,Gd,PConc,N,Y,TA,398283
3040,3470,266,6,8,2017,2017,1840,1,1,11,1,2,OldTown,RL,1Fam,2Story,Ex,Gd,CBlock,Y,Y,TA,608034
10506,1917,149,1,1,1973,2002,1717,1,0,4,2,0,Somerst,RL,2fmCon,1.5Fin,Ex,TA,BrkTil,N,N,TA,325455
9603,3226,814,3,2,1969,1984,1413,3,0,8,2,3,Somerst,FV,1Fam,1.5Fin,Gd,Gd,CBlock,N,N,Gd,522069
13651,2657,856,8,5,2001,2014,1781,1,1,7,2,2,NAmes,FV,1Fam,1Story,Ex,TA,PConc,N,N,Ex,531496
6172,2637,524,9,4,1972,2019,950,2,1,8,2,0,NAmes,RM,Duplex,1Story,Ex,Ex,PConc,Y,Y,Ex,485636
13217,536,381,8,7,2003,2019,441,3,0,6,0,0,CollgCr,RH,1Fam,1Story,Gd,Gd,BrkTil,N,N,Ex,215244
4946,3369,611,1,1,1957,1999,1408,2,1,5,2,1,NAmes,RM,1Fam,2Story,Gd,TA,CBlock,Y,Y,TA,510162
5236,1492,373,4,3,1961,1974,137,1,1,9,0,2,NAmes,RH,2fmCon,2Story,Gd,Gd,PConc,Y,N,TA,247167
5680,2086,684,9,2,1994,1976,1865,2,1,8,1,1,Somerst,FV,Duplex,1Story,Ex,TA,PConc,Y,Y,TA,500236
6807,1071,505,1,6,2006,1954,1799,3,0,7,0,1,Edwards,RM,Duplex,1.5Fin,Gd,Ex,CBlock,Y,Y,TA,256955
13298,3131,236,4,1,2014,2015,1995,2,0,5,1,3,NAmes,RM,1Fam,1.5Fin,Ex,TA,BrkTil,Y,N,TA,567075
3537,806,586,7,5,2017,2011,819,1,1,10,1,3,Edwards,RM,1Fam,1.5Fin,Ex,Gd,PConc,Y,Y,Ex,285456
5872,2609,324,7,8,1953,1989,1688,2,1,11,2,0,CollgCr,RH,2fmCon,2Story,Gd,Ex,PConc,N,Y,Ex,514696
3867,804,888,7,3,2011,2002,1137,1,1,8,0,2,OldTown,RL,Duplex,1Story,Ex,TA,CBlock,Y,N,Gd,263295
3161,2726,249,4,5,1980,1988,673,3,0,6,1,1,OldTown,FV,2fmCon,1.5Fin,TA,Gd,CBlock,Y,Y,Gd,422210
5920,3087,589,8,1,2003,1953,1239,1,0,5,2,1,OldTown,RL,2fmCon,1Story,TA,TA,BrkTil,Y,N,Ex,546795
7693,3479,789,3,1,1980,1958,896,3,0,6,1,2,CollgCr,RM,1Fam,1.5Fin,Ex,Gd,PConc,N,Y,TA,508243
5882,2267,450,9,1,1981,2020,1219,1,1,4,1,2,NAmes,RL,2fmCon,2Story,Gd,Gd,PConc,N,N,Gd,484170
12948,1431,753,6,1,1989,1991,1356,3,0,6,1,2,NAmes,RL,1Fam,1Story,Ex,Ex,CBlock,Y,N,Gd,365229
12104,3392,930,7,5,1953,1954,22,2,0,5,2,1,Somerst,RM,2fmCon,1Story,Gd,Gd,BrkTil,N,N,Gd,514335
9738,1967,927,9,4,1956,1980,1899,3,0,4,0,1,NAmes,RM,2fmCon,1Story,Gd,Ex,PConc,Y,N,Ex,457229
10456,2042,421,4,1,2005,2011,1418,3,1,8,2,1,Edwards,FV,2fmCon,1.5Fin,Gd,TA,BrkTil,N,Y,Gd,380630
14620,2492,825,5,8,2006,1990,995,2,1,10,1,2,CollgCr,RL,Duplex,2Story,Gd,Gd,CBlock,Y,N,TA,437962
8331,3607,935,1,7,1995,1978,104,3,0,7,2,3,Edwards,RL,2fmCon,1.5Fin,Gd,Gd,CBlock,N,Y,Ex,485020
7182,3297,215,8,3,1998,1977,1554,3,0,10,2,1,OldTown,RH,2fmCon,1Story,Gd,TA,CBlock,N,N,Ex,597853
11494,3644,731,2,8,1999,1987,1348,2,1,8,0,0,NAmes,RH,Duplex,1Story,Ex,Gd,CBlock,N,N,Ex,538372
11386,3601,20,5,5,1998,1977,146,1,1,11,0,1,OldTown,RL,2fmCon,1.5Fin,TA,Gd,CBlock,Y,N,Gd,535240
3526,3286,304,5,2,1992,1958,1154,1,1,7,0,2,CollgCr,RL,1Fam,1Story,Gd,Gd,BrkTil,Y,N,TA,539622
10131,3874,352,4,2,2014,1980,686,3,1,5,0,1,NAmes,FV,Duplex,2Story,Gd,Gd,BrkTil,N,Y,Gd,575529
13796,3918,603,4,5,1955,1962,949,1,1,4,0,2,Edwards,RM,1Fam,1.5Fin,Ex,Gd,BrkTil,Y,N,Gd,601422
6394,1296,806,2,5,1979,1971,303,3,1,5,1,2,OldTown,RL,Duplex,1Story,Ex,TA,BrkTil,Y,Y,Ex,221356
12440,2034,444,3,1,2021,1991,133,2,1,6,0,1,NAmes,RM,2fmCon,2Story,TA,TA,PConc,Y,Y,Gd,285765
3158,3636,611,2,7,2016,1986,1265,3,1,5,1,0,Somerst,RM,Duplex,1.5Fin,Gd,Gd,PConc,Y,Y,TA,545959
6367,1246,265,1,5,2003,1985,1924,1,1,9,2,1,NAmes,RL,Duplex,1Story,TA,TA,BrkTil,Y,Y,Ex,250770
6630,3174,996,4,3,1974,1960,1398,2,1,4,1,2,NAmes,RM,1Fam,1Story,TA,Ex,CBlock,N,Y,Ex,512161
5513,952,167,9,8,1991,1965,700,2,0,9,2,0,NAmes,RM,1Fam,1Story,TA,TA,PConc,Y,N,Ex,276179
12270,1330,57,6,2,2021,1970,816,3,1,7,0,2,Edwards,FV,1Fam,1.5Fin,Gd,Ex,BrkTil,N,N,Gd,293374
3144,1257,600,8,3,2010,2003,434,1,0,9,0,2,Somerst,FV,2fmCon,1Story,TA,Gd,PConc,Y,Y,Gd,304974
2068,1360,684,2,7,1987,1958,1010,3,1,3,1,1,Somerst,RL,1Fam,2Story,TA,TA,BrkTil,Y,N,TA,254569
5717,2475,656,2,6,1985,1989,1594,2,1,8,1,3,CollgCr,RH,2fmCon,1.5Fin,Ex,Ex,BrkTil,N,Y,TA,432698
13200,2052,632,2,7,1990,2000,1462,2,0,6,0,2,CollgCr,FV,2fmCon,1Story,Gd,Ex,CBlock,N,N,TA,383067
11018,2418,756,8,3,1996,2019,1636,3,1,8,1,1,OldTown,FV,2fmCon,2Story,Gd,Gd,CBlock,N,Y,Gd,515611
11361,1318,323,1,1,1980,1971,93,1,1,3,1,2,NAmes,RL,1Fam,2Story,Ex,TA,BrkTil,Y,Y,TA,197537
11175,1892,265,5,6,1951,1978,493,3,1,7,0,2,CollgCr,FV,Duplex,1Story,TA,Gd,CBlock,Y,Y,TA,336375
14768,3608,884,4,7,2017,1973,1760,2,0,3,1,2,Edwards,FV,2fmCon,2Story,TA,TA,CBlock,N,N,Gd,594772
14169,2379,61,1,8,1983,1980,1509,2,1,10,0,3,NAmes,RM,Duplex,1Story,Ex,Ex,BrkTil,N,N,TA,393575
13526,880,88,7,5,1957,1991,969,1,1,10,2,2,Edwards,RM,Duplex,2Story,TA,Ex,PConc,N,Y,Gd,293095
12532,1742,415,1,6,2005,2004,730,1,0,8,0,0,Somerst,FV,2fmCon,1Story,Gd,Ex,BrkTil,Y,Y,Gd,269756
12207,1148,583,6,8,1960,1951,1018,1,0,10,2,1,OldTown,RL,Duplex,1Story,TA,Gd,PConc,Y,N,TA,305258
11644,745,681,1,2,2019,2021,1981,3,0,10,1,0,CollgCr,RM,Duplex,1.5Fin,Gd,Gd,PConc,Y,N,Gd,216855
12325,2798,684,9,2,2017,1999,422,2,0,4,0,1,Somerst,RM,1Fam,1Story,TA,Gd,PConc,Y,Y,TA,509739
11231,1064,75,3,2,2016,2019,1797,3,1,3,1,0,OldTown,RL,2fmCon,1Story,TA,TA,BrkTil,Y,Y,TA,280031
6723,3456,404,2,3,1961,1978,1429,3,0,6,1,0,NAmes,RM,2fmCon,1.5Fin,Gd,Gd,BrkTil,Y,N,TA,528019
6213,3917,364,7,6,2010,1972,86,1,0,3,1,2,OldTown,RM,1Fam,1Story,Gd,Gd,PConc,Y,Y,Ex,612465
8413,1320,922,1,2,1950,1989,1678,1,1,7,2,2,NAmes,RM,1Fam,1.5Fin,Ex,Ex,CBlock,N,N,TA,274272
5466,3262,895,7,2,1960,1985,134,3,1,6,2,3,NAmes,RH,1Fam,1Story,Ex,Gd,BrkTil,Y,Y,Ex,520613
5026,971,669,9,3,1979,1977,1795,1,0,9,1,0,Somerst,RM,2fmCon,2Story,TA,Ex,PConc,N,Y,TA,356477
8998,2516,841,4,1,1951,1973,704,2,1,9,2,2,Somerst,RM,Duplex,1Story,TA,TA,CBlock,N,N,TA,412190
14449,621,724,2,3,1955,2004,812,2,0,11,0,3,NAmes,FV,2fmCon,1.5Fin,Ex,TA,BrkTil,Y,Y,Ex,186585
4747,1849,384,4,7,1973,1998,787,2,1,9,1,2,OldTown,RL,2fmCon,1.5Fin,Ex,TA,CBlock,Y,N,Ex,356190
9271,1280,8,9,3,1985,1953,257,2,1,9,2,1,CollgCr,RM,1Fam,1Story,TA,TA,CBlock,N,N,Ex,308564
14454,3295,514,8,6,1951,1997,1026,2,0,11,2,1,OldTown,FV,2fmCon,1Story,TA,TA,CBlock,Y,Y,Ex,589913
14587,620,368,5,1,2016,1962,311,1,1,7,2,1,Somerst,RH,2fmCon,2Story,Gd,TA,BrkTil,Y,N,Gd,183714
8171,2686,308,8,4,1975,1993,1327,3,1,7,1,1,NAmes,RL,1Fam,1Story,Gd,Ex,BrkTil,Y,N,Ex,534804
13687,2634,169,7,6,1978,2008,591,1,1,3,2,0,CollgCr,FV,1Fam,1.5Fin,Ex,TA,PConc,N,Y,TA,447159
5855,2677,146,4,8,1999,1971,1970,3,1,5,2,1,CollgCr,RH,2fmCon,1Story,Gd,Ex,PConc,Y,N,Ex,500239
10753,2799,517,3,4,1956,1956,1291,2,0,5,0,0,CollgCr,RM,2fmCon,2Story,TA,Gd,PConc,N,Y,TA,435396
4203,2385,902,1,5,2009,1978,409,1,0,5,0,2,Edwards,FV,1Fam,2Story,Gd,TA,PConc,Y,N,Gd,349336
5419,3334,682,3,5,2017,1987,176,1,0,7,1,2,NAmes,RH,1Fam,1Story,Ex,Ex,CBlock,N,Y,Ex,471292
3144,1883,79,8,7,1972,1966,1570,3,0,7,1,3,CollgCr,RM,2fmCon,2Story,Gd,TA,BrkTil,Y,N,Ex,453880
4699,2336,803,9,8,1971,1973,997,1,0,10,2,3,NAmes,FV,Duplex,1.5Fin,TA,Gd,CBlock,N,Y,Gd,508029
11743,546,451,9,3,2020,1963,1137,1,0,11,2,0,Somerst,RL,Duplex,2Story,Gd,Ex,PConc,N,Y,Ex,253006
14213,2468,465,5,8,1999,1956,569,3,0,4,1,2,Edwards,RM,2fmCon,1Story,Gd,TA,PConc,N,N,Ex,432628
2560,3048,735,4,7,1997,2014,238,1,1,5,1,0,Somerst,RM,Duplex,1Story,Gd,Ex,PConc,Y,N,TA,454791
3187,2333,863,6,5,1964,2001,149,2,1,10,2,2,Edwards,RL,1Fam,1Story,Ex,TA,BrkTil,Y,Y,Gd,391637
5133,2972,977,7,4,1955,1954,861,2,1,6,2,2,Edwards,RH,Duplex,1.5Fin,TA,Ex,BrkTil,N,Y,TA,525315
5411,1898,806,6,8,2008,1960,29,1,0,4,0,0,Edwards,RH,Duplex,1Story,TA,TA,BrkTil,Y,Y,Gd,325710
3689,3512,554,5,5,1975,1996,464,1,1,3,2,0,Edwards,RH,2fmCon,2Story,TA,Ex,CBlock,Y,N,TA,515600
6407,2377,932,2,8,1988,1970,389,1,0,9,0,3,Somerst,FV,2fmCon,1Story,Gd,TA,PConc,N,Y,Ex,362983
4423,1230,756,3,7,2021,1977,572,3,1,10,2,0,Somerst,RL,2fmCon,1.5Fin,TA,TA,BrkTil,N,N,Gd,219824
3369,610,411,9,7,1976,1962,1821,1,0,4,2,2,NAmes,RH,2fmCon,2Story,Ex,TA,CBlock,Y,Y,Ex,326957
8007,1750,561,7,4,2014,1983,1009,1,1,7,2,1,NAmes,RM,1Fam,1.5Fin,Ex,TA,CBlock,Y,Y,Gd,364679
8728,2310,294,2,4,1992,1970,1675,2,0,8,1,3,NAmes,FV,1Fam,2Story,TA,Gd,BrkTil,N,N,Ex,395179
10772,3610,129,1,3,1990,2007,1713,3,0,3,0,1,OldTown,RL,Duplex,2Story,TA,Ex,BrkTil,N,Y,TA,539888
2976,634,892,1,5,2010,1956,1618,1,1,9,0,0,NAmes,RH,2fmCon,1.5Fin,Gd,TA,PConc,N,Y,Ex,167506
6272,1818,763,1,5,1981,1979,1430,2,1,8,0,1,Edwards,RL,Duplex,2Story,TA,Ex,BrkTil,Y,N,Gd,332050
8497,1109,164,6,7,1952,1991,455,2,1,5,1,1,Somerst,RM,2fmCon,1.5Fin,Gd,Ex,PConc,N,Y,Ex,252471
14801,1557,612,5,1,2010,1975,38,1,1,6,1,2,Somerst,RH,2fmCon,1.5Fin,TA,Gd,PConc,N,Y,Gd,280339
12548,3534,882,7,1,1966,2001,1200,3,0,8,0,1,CollgCr,RH,2fmCon,2Story,TA,Gd,BrkTil,N,Y,Gd,609728
2118,2975,449,5,4,1958,2008,1671,3,1,3,2,2,Somerst,FV,2fmCon,2Story,Ex,Ex,PConc,N,N,TA,541445
3542,2488,786,9,6,2006,1994,1525,3,1,11,0,0,CollgCr,FV,1Fam,2Story,Gd,Ex,BrkTil,N,N,TA,517495
6862,3639,506,1,3,1997,1982,1110,2,0,3,0,1,OldTown,RL,Duplex,2Story,Ex,Gd,CBlock,Y,Y,Ex,526641
5043,2746,68,9,2,1956,2017,293,1,1,11,2,3,OldTown,FV,Duplex,2Story,Ex,Gd,BrkTil,Y,N,TA,502421
2972,1059,555,4,7,1981,1984,1657,3,0,8,1,1,Somerst,FV,2fmCon,1.5Fin,Ex,TA,CBlock,Y,Y,Gd,263147
2915,758,908,7,5,2007,1996,1825,3,1,5,0,1,CollgCr,RH,2fmCon,1Story,TA,Gd,BrkTil,Y,Y,Gd,300606
8621,3272,661,2,5,1954,1976,1561,1,0,9,0,2,CollgCr,RL,1Fam,2Story,Ex,TA,CBlock,Y,N,Gd,497904
11629,3221,499,3,4,1988,1988,520,2,0,9,2,1,OldTown,RL,1Fam,1.5Fin,Ex,Gd,BrkTil,Y,Y,Gd,468620
2586,2148,134,4,4,1964,1977,834,1,1,8,1,0,Edwards,FV,Duplex,2Story,Ex,Ex,BrkTil,Y,N,TA,349700
10542,2684,897,5,5,2019,1969,1156,3,0,11,2,1,OldTown,FV,Duplex,1Story,Gd,Ex,CBlock,Y,Y,Ex,448781
7625,1415,829,2,4,1981,1971,1109,2,1,9,2,0,NAmes,RL,2fmCon,1Story,Gd,TA,PConc,Y,N,Gd,251972
9354,3483,501,7,8,2002,1975,1143,2,1,3,1,1,CollgCr,RL,2fmCon,2Story,Ex,TA,BrkTil,N,N,TA,572687
6591,2928,973,6,3,2008,2005,990,2,0,8,2,2,Somerst,RH,Duplex,2Story,Ex,TA,CBlock,N,N,TA,493564
4562,737,344,9,8,1952,1973,1423,3,1,11,2,1,Somerst,FV,1Fam,1Story,TA,Ex,BrkTil,Y,Y,TA,295197
8839,3855,729,7,5,1974,1951,1770,2,0,4,0,2,CollgCr,FV,2fmCon,2Story,TA,Gd,BrkTil,Y,Y,Ex,689734
12062,1187,900,2,5,2006,2016,610,2,1,3,1,3,OldTown,RL,Duplex,1Story,Ex,TA,BrkTil,Y,Y,Ex,233845
10464,3005,659,3,1,2000,1965,1111,2,1,11,1,1,OldTown,RH,1Fam,1Story,Ex,TA,PConc,Y,N,TA,459390
4927,2110,637,3,8,1966,1989,1617,1,0,4,2,0,CollgCr,RM,1Fam,1.5Fin,Ex,Ex,CBlock,Y,Y,Gd,364490
8195,1658,760,8,4,1996,1976,908,3,0,3,0,3,NAmes,RL,1Fam,1Story,TA,TA,PConc,Y,Y,TA,401294
14550,2629,53,8,6,1960,1981,242,1,0,11,0,0,Somerst,RM,2fmCon,1.5Fin,Ex,Gd,BrkTil,Y,N,TA,440610
13631,1094,331,3,1,1984,1968,371,2,1,4,0,1,CollgCr,RM,1Fam,1.5Fin,Ex,Gd,CBlock,Y,N,Ex,218357
8276,3201,958,8,4,1955,1967,369,1,0,3,2,2,Somerst,RM,Duplex,1.5Fin,Ex,Ex,CBlock,N,Y,Gd,546569
13233,3780,419,5,2,1974,1952,1645,2,0,7,2,2,Edwards,RM,2fmCon,2Story,Ex,TA,BrkTil,N,N,Gd,646531
14140,2250,734,4,5,1966,2010,1697,2,1,9,2,0,OldTown,RH,1Fam,1Story,Ex,TA,PConc,Y,N,Gd,419956
11956,902,720,4,1,2004,1977,601,3,0,9,2,0,CollgCr,FV,2fmCon,2Story,Ex,Gd,BrkTil,N,Y,TA,211417
6290,1321,655,4,5,1979,1970,1006,2,0,10,1,0,NAmes,FV,2fmCon,1Story,Gd,Gd,PConc,N,N,Ex,266305
7882,2735,312,1,7,1959,1953,1200,3,0,6,1,2,OldTown,FV,1Fam,1Story,Ex,Gd,PConc,N,Y,Gd,438982
8446,3040,831,7,1,1977,2014,558,3,0,11,1,3,CollgCr,RM,Duplex,1.5Fin,Ex,TA,CBlock,N,N,TA,532987
7167,2282,137,4,1,2016,1967,1904,3,1,11,0,2,CollgCr,RL,1Fam,2Story,Gd,TA,BrkTil,Y,N,Ex,453656
11962,2802,354,2,2,2004,1986,1835,3,1,6,2,1,NAmes,RM,Duplex,2Story,TA,TA,BrkTil,Y,Y,Gd,464527
3522,3894,501,1,5,1975,1979,1672,3,0,5,1,0,Edwards,RM,2fmCon,1Story,Ex,Ex,CBlock,N,Y,TA,576054
11023,2197,224,3,3,1990,2018,1122,1,1,3,0,2,NAmes,RL,1Fam,1.5Fin,TA,Gd,BrkTil,Y,N,Ex,375128
2561,2972,613,1,4,2010,2001,1952,3,0,4,0,1,OldTown,RM,Duplex,1Story,TA,TA,PConc,N,Y,TA,490934
5540,1938,98,5,5,2006,2013,1359,1,0,8,1,1,OldTown,RL,2fmCon,2Story,Gd,Ex,PConc,Y,Y,Gd,382449
14328,1690,306,6,4,1994,1987,585,1,1,10,2,1,Edwards,RM,2fmCon,1Story,Gd,Ex,CBlock,N,N,Ex,310948
3479,2113,794,6,3,1977,1966,1415,1,1,6,1,2,CollgCr,RH,1Fam,2Story,Gd,Gd,BrkTil,Y,Y,TA,422313
8677,984,390,6,6,1969,1961,264,3,0,3,1,3,NAmes,RM,1Fam,1.5Fin,TA,TA,CBlock,N,Y,Ex,261816
14658,2983,90,7,6,1987,1980,747,3,1,6,2,1,Edwards,RL,2fmCon,1.5Fin,TA,Gd,PConc,N,Y,Gd,499323
3205,2055,808,1,8,1962,1960,859,1,1,4,0,3,Edwards,RM,2fmCon,1Story,Gd,Ex,CBlock,N,N,Ex,324504
8660,2727,373,4,8,1962,1973,1969,1,0,5,0,3,NAmes,RL,Duplex,1Story,TA,Ex,CBlock,Y,N,Gd,517671
10848,3642,203,9,8,1981,1975,874,1,1,6,0,1,NAmes,RL,2fmCon,1Story,Ex,Ex,CBlock,N,N,TA,614044
14132,1400,893,2,3,1972,2003,771,2,1,3,1,2,Edwards,RH,1Fam,1Story,Gd,TA,BrkTil,Y,Y,Gd,238905
2589,1964,749,8,4,2004,1964,1144,3,1,6,1,0,Somerst,FV,Duplex,1.5Fin,TA,TA,CBlock,Y,N,TA,428030
6326,1143,608,7,4,1986,1960,859,1,0,10,0,1,CollgCr,RL,1Fam,1.5Fin,TA,Ex,BrkTil,Y,Y,Ex,276987
6904,2686,632,7,4,1965,1977,210,3,0,8,2,3,Edwards,RL,Duplex,1Story,Gd,Ex,PConc,N,N,TA,463899
11563,1286,908,3,3,1960,1990,1263,1,1,10,0,3,Somerst,RH,Duplex,2Story,TA,Ex,BrkTil,Y,N,Ex,303590
14766,2649,116,2,3,1960,2011,634,3,0,8,1,1,NAmes,RH,Duplex,2Story,Ex,Gd,BrkTil,N,N,Ex,374691
13943,3015,65,2,3,1974,1984,1434,3,1,10,0,1,Edwards,RL,2fmCon,2Story,Gd,Ex,BrkTil,Y,N,TA,468982
8421,2830,130,3,7,1985,1992,1709,1,1,6,2,3,NAmes,RH,1Fam,1Story,Gd,Ex,PConc,N,N,Ex,477148
5759,3600,778,3,7,1994,1990,571,2,1,3,0,3,OldTown,RH,2fmCon,1Story,Ex,Gd,BrkTil,Y,Y,TA,520626
12292,517,900,2,5,2001,2005,63,3,0,9,2,3,Somerst,RL,1Fam,1Story,Gd,Gd,PConc,Y,Y,Ex,125964
12076,2456,827,7,4,1984,1982,301,1,1,7,2,3,Edwards,FV,Duplex,2Story,TA,Ex,BrkTil,N,Y,Ex,424657
10939,1255,385,2,7,1974,2003,934,3,0,9,0,0,Edwards,RM,2fmCon,1Story,Gd,TA,PConc,Y,Y,Ex,211863
10655,1186,91,6,5,1951,1965,118,3,0,9,1,2,NAmes,RM,Duplex,1Story,TA,Ex,PConc,Y,Y,TA,246779
10945,2536,76,5,8,1999,2000,1220,3,1,7,2,2,Somerst,RM,Duplex,1Story,Gd,Ex,PConc,Y,N,Ex,446417
7936,1100,749,7,2,1976,1970,980,3,0,6,1,3,Edwards,FV,Duplex,2Story,TA,Gd,PConc,Y,Y,Gd,295325
10774,1543,251,7,3,1999,1967,1461,2,1,3,1,2,Somerst,RH,2fmCon,1.5Fin,TA,Ex,BrkTil,Y,Y,Ex,382671
4205,1849,738,8,6,1985,1963,112,1,0,7,0,0,NAmes,RM,2fmCon,1.5Fin,TA,TA,BrkTil,Y,Y,TA,341812
6114,1879,871,4,5,1968,1968,523,1,1,5,0,2,Somerst,RH,Duplex,2Story,Gd,Gd,CBlock,Y,N,Gd,343912
14342,932,319,5,3,1975,2021,1228,3,0,7,2,2,NAmes,FV,1Fam,2Story,Gd,TA,PConc,N,Y,TA,262167
6027,3970,652,4,8,1982,1961,1768,1,0,8,0,2,Edwards,FV,2fmCon,2Story,Gd,Gd,CBlock,Y,Y,Gd,648571
6816,1541,53,7,1,1953,2018,1169,2,0,9,0,0,Somerst,RM,1Fam,1Story,TA,TA,BrkTil,N,N,Ex,357577
